shipper,shippers_reference,vessel_aircraft,voyage_no,place_of_receipt,port_of_loading,port_of_discharge,place_of_delivery,final_destination,ping_seq,ping_time,t_hours,latitude,longitude,speed_knots,heading
Nordic Pharma Logistics A/S,NPL-2026-1188,NORDIC BRIDGE,NB-1233,"Copenhagen Cold Store, DK","Antwerp, BE","New York, US",Edison NJ Distribution Center,"Newark, United States",14,2026-08-04 22:04,94.07,43.9917,-33.0501,17.3,261.3
Nordic Pharma Logistics A/S,NPL-2026-1188,NORDIC BRIDGE,NB-1233,"Copenhagen Cold Store, DK","Antwerp, BE","New York, US",Edison NJ Distribution Center,"Newark, United States",15,2026-08-05 04:08,100.15,43.5865,-35.4811,17.6,261.3
Nordic Pharma Logistics A/S,NPL-2026-1188,NORDIC BRIDGE,NB-1233,"Copenhagen Cold Store, DK","Antwerp, BE","New York, US",Edison NJ Distribution Center,"Newark, United States",16,2026-08-05 10:13,106.22,43.1813,-37.9121,18.0,261.3
Nordic Pharma Logistics A/S,NPL-2026-1188,NORDIC BRIDGE,NB-1233,"Copenhagen Cold Store, DK","Antwerp, BE","New York, US",Edison NJ Distribution Center,"Newark, United States",17,2026-08-05 16:18,112.3,42.7761,-40.3432,18.4,261.3
Nordic Pharma Logistics A/S,NPL-2026-1188,NORDIC BRIDGE,NB-1233,"Copenhagen Cold Store, DK","Antwerp, BE","New York, US",Edison NJ Distribution Center,"Newark, United States",18,2026-08-05 22:22,118.38,42.371,-42.7742,18.7,261.3
Nordic Pharma Logistics A/S,NPL-2026-1188,NORDIC BRIDGE,NB-1233,"Copenhagen Cold Store, DK","Antwerp, BE","New York, US",Edison NJ Distribution Center,"Newark, United States",19,2026-08-06 04:27,124.45,41.9812,-45.2037,19.1,267.3
Nordic Pharma Logistics A/S,NPL-2026-1188,NORDIC BRIDGE,NB-1233,"Copenhagen Cold Store, DK","Antwerp, BE","New York, US",Edison NJ Distribution Center,"Newark, United States",20,2026-08-06 10:31,130.53,41.7585,-47.6165,17.1,267.3
Nordic Pharma Logistics A/S,NPL-2026-1188,NORDIC BRIDGE,NB-1233,"Copenhagen Cold Store, DK","Antwerp, BE","New York, US",Edison NJ Distribution Center,"Newark, United States",21,2026-08-06 16:36,136.61,41.5358,-50.0294,17.5,267.3
Nordic Pharma Logistics A/S,NPL-2026-1188,NORDIC BRIDGE,NB-1233,"Copenhagen Cold Store, DK","Antwerp, BE","New York, US",Edison NJ Distribution Center,"Newark, United States",22,2026-08-06 22:41,142.68,41.313,-52.4422,17.8,267.3
Nordic Pharma Logistics A/S,NPL-2026-1188,NORDIC BRIDGE,NB-1233,"Copenhagen Cold Store, DK","Antwerp, BE","New York, US",Edison NJ Distribution Center,"Newark, United States",23,2026-08-07 04:45,148.76,41.0903,-54.855,18.2,267.3
Nordic Pharma Logistics A/S,NPL-2026-1188,NORDIC BRIDGE,NB-1233,"Copenhagen Cold Store, DK","Antwerp, BE","New York, US",Edison NJ Distribution Center,"Newark, United States",24,2026-08-07 10:50,154.84,40.8676,-57.2678,18.5,267.3
Nordic Pharma Logistics A/S,NPL-2026-1188,NORDIC BRIDGE,NB-1233,"Copenhagen Cold Store, DK","Antwerp, BE","New York, US",Edison NJ Distribution Center,"Newark, United States",25,2026-08-07 16:54,160.91,40.7166,-59.6673,18.9,269.5
Nordic Pharma Logistics A/S,NPL-2026-1188,NORDIC BRIDGE,NB-1233,"Copenhagen Cold Store, DK","Antwerp, BE","New York, US",Edison NJ Distribution Center,"Newark, United States",26,2026-08-07 22:59,166.99,40.597,-62.061,16.9,269.5
Nordic Pharma Logistics A/S,NPL-2026-1188,NORDIC BRIDGE,NB-1233,"Copenhagen Cold Store, DK","Antwerp, BE","New York, US",Edison NJ Distribution Center,"Newark, United States",27,2026-08-08 05:04,173.07,40.4773,-64.4546,17.3,269.5
Nordic Pharma Logistics A/S,NPL-2026-1188,NORDIC BRIDGE,NB-1233,"Copenhagen Cold Store, DK","Antwerp, BE","New York, US",Edison NJ Distribution Center,"Newark, United States",28,2026-08-08 11:08,179.14,40.3576,-66.8483,17.6,269.5
Nordic Pharma Logistics A/S,NPL-2026-1188,NORDIC BRIDGE,NB-1233,"Copenhagen Cold Store, DK","Antwerp, BE","New York, US",Edison NJ Distribution Center,"Newark, United States",29,2026-08-08 17:13,185.22,40.3515,-69.24,18.0,275.1
Nordic Pharma Logistics A/S,NPL-2026-1188,NORDIC BRIDGE,NB-1233,"Copenhagen Cold Store, DK","Antwerp, BE","New York, US",Edison NJ Distribution Center,"Newark, United States",30,2026-08-08 23:17,191.3,40.4507,-71.63,18.4,275.1
Nordic Pharma Logistics A/S,NPL-2026-1188,NORDIC BRIDGE,NB-1233,"Copenhagen Cold Store, DK","Antwerp, BE","New York, US",Edison NJ Distribution Center,"Newark, United States",31,2026-08-09 05:22,197.37,40.55,-74.02,2.4,275.1
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",0,2026-08-02 02:00,26.0,-6.1,106.88,3.2,342.8
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",1,2026-08-02 03:56,27.94,-5.7141,106.7599,12.0,342.8
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",2,2026-08-02 05:52,29.88,-5.3282,106.6399,12.2,342.8
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",3,2026-08-02 07:49,31.82,-4.9494,106.7002,12.5,21.8
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",4,2026-08-02 09:45,33.76,-4.5742,106.8503,12.8,21.8
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",5,2026-08-02 11:42,35.7,-4.199,107.0004,13.0,21.8
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",6,2026-08-02 13:38,37.64,-3.8237,107.1505,13.2,21.8
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",7,2026-08-02 15:34,39.58,-3.4485,107.3006,11.9,21.8
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",8,2026-08-02 17:31,41.52,-3.0882,107.3217,12.1,325.0
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",9,2026-08-02 19:27,43.46,-2.7572,107.09,12.4,325.0
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",10,2026-08-02 21:24,45.4,-2.4261,106.8583,12.6,325.0
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",11,2026-08-02 23:20,47.34,-2.0951,106.6266,12.9,325.0
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",12,2026-08-03 01:17,49.28,-1.7641,106.3948,13.1,325.0
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",13,2026-08-03 03:13,51.23,-1.433,106.1631,11.8,325.0
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",14,2026-08-03 05:09,53.17,-1.1056,105.9266,12.0,322.1
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",15,2026-08-03 07:06,55.11,-0.7867,105.6785,12.2,322.1
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",16,2026-08-03 09:02,57.05,-0.4678,105.4305,12.5,322.1
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",17,2026-08-03 10:59,58.99,-0.1489,105.1825,12.8,322.1
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",18,2026-08-03 12:55,60.93,0.17,104.9345,13.0,322.1
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",19,2026-08-03 14:52,62.87,0.4889,104.6864,13.2,322.1
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",20,2026-08-03 16:48,64.81,0.7354,104.3743,11.9,301.0
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",21,2026-08-03 18:44,66.75,0.9433,104.0279,12.1,301.0
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",22,2026-08-03 20:41,68.69,1.1512,103.6814,12.4,301.0
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",23,2026-08-03 22:37,70.63,1.3295,103.3193,12.6,294.8
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",24,2026-08-04 00:34,72.57,1.4989,102.9524,12.9,294.8
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",25,2026-08-04 02:30,74.51,1.6682,102.5855,13.1,294.8
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",26,2026-08-04 04:27,76.45,1.8425,102.2211,11.8,298.3
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",27,2026-08-04 06:23,78.39,2.0341,101.8652,12.0,298.3
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",28,2026-08-04 08:19,80.33,2.2258,101.5093,12.2,298.3
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",29,2026-08-04 10:16,82.27,2.4174,101.1534,12.5,298.3
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",30,2026-08-04 12:12,84.21,2.6813,101.1414,12.8,37.9
Selat Agro Nusantara PT,SAN/26/0619,STRAIT VOYAGER,SV-1199,"Bekasi Mill, ID","Tanjung Priok, ID","Port Klang, MY",Shah Alam Tank Farm,"Kuala Lumpur, Malaysia",31,2026-08-04 14:09,86.15,3.0,101.39,2.4,37.9
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",0,2026-08-01 22:00,22.0,24.84,66.99,3.2,255.2
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",1,2026-08-02 00:05,24.09,24.7309,66.5464,11.5,255.2
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",2,2026-08-02 02:10,26.18,24.6219,66.1027,11.8,255.2
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",3,2026-08-02 04:16,28.27,24.5128,65.6591,12.0,255.2
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",4,2026-08-02 06:21,30.36,24.4038,65.2154,12.2,255.2
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",5,2026-08-02 08:27,32.45,24.4316,64.7583,12.5,274.9
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",6,2026-08-02 10:32,34.54,24.4642,64.3006,12.7,274.9
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",7,2026-08-02 12:37,36.63,24.4969,63.843,11.4,274.9
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",8,2026-08-02 14:43,38.72,24.5296,63.3854,11.6,274.9
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",9,2026-08-02 16:48,40.81,24.5855,62.9314,11.9,283.2
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",10,2026-08-02 18:54,42.9,24.6798,62.4836,12.1,283.2
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",11,2026-08-02 20:59,44.99,24.6964,62.0488,12.4,240.0
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",12,2026-08-02 23:05,47.08,24.4863,61.6518,12.6,240.0
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",13,2026-08-03 01:10,49.17,24.2824,61.2517,11.3,248.5
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",14,2026-08-03 03:15,51.27,24.1278,60.8265,11.5,248.5
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",15,2026-08-03 05:21,53.36,23.9732,60.4013,11.8,248.5
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",16,2026-08-03 07:26,55.45,23.9863,59.9781,12.0,293.5
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",17,2026-08-03 09:32,57.54,24.1502,59.5566,12.2,293.5
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",18,2026-08-03 11:37,59.63,24.3141,59.1351,12.5,293.5
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",19,2026-08-03 13:43,61.72,24.478,58.7136,12.7,293.5
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",20,2026-08-03 15:48,63.81,24.6738,58.3146,11.4,313.9
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",21,2026-08-03 17:53,65.9,24.9621,57.9807,11.6,313.9
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",22,2026-08-03 19:59,67.99,25.2504,57.6469,11.9,313.9
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",23,2026-08-03 22:04,70.08,25.5387,57.3131,12.1,313.9
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",24,2026-08-04 00:10,72.17,25.8485,57.0015,12.4,318.2
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",25,2026-08-04 02:15,74.26,26.1591,56.6909,12.6,318.2
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",26,2026-08-04 04:20,76.35,26.4989,56.4222,11.3,327.5
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",27,2026-08-04 06:26,78.44,26.3614,56.1512,11.5,216.9
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",28,2026-08-04 08:31,80.53,26.0267,55.8723,11.8,216.9
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",29,2026-08-04 10:37,82.62,25.688,55.6011,12.0,215.9
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",30,2026-08-04 12:42,84.71,25.349,55.3305,12.2,215.9
Silk Route Textiles (Pvt) Ltd,SRT-2026-5520,SILK MARINER,SM-1247,"Faisalabad Mill, PK","Karachi, PK","Jebel Ali, AE",Dubai Textile City DC,"Dubai, United Arab Emirates",31,2026-08-04 14:48,86.8,25.01,55.06,2.4,215.9
